Year Month,State,Countym,Industry,Suspicious Activity,Count
2019,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,1
2019,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,1
2019,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,1
2019,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),3
2019,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,7
2019,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,30
2019,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,2
2019,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,[Total],105
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,5
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Chip Walking,4
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,1
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,2
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,2
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Other Gaming Activites,3
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Provided Questionable or False Identification,2
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,14
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,2
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,3
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Unknown Source of Chips,1
2019,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,[Total],40
2019,California,"Santa Clara County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,1
2019,California,"Santa Clara County, CA",Casino/Card Club - State Licensed Casino,Suspicious EFT/Wire Transfers,1
2019,California,"Santa Clara County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,1
2019,California,"Santa Clara County, CA",Casino/Card Club - State Licensed Casino,[Total],3
2019,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,16
2019,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,2
2019,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Chip Walking,1
2019,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,4
2019,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Other Identification Documentation,1
2019,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,1
2019,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Provided Questionable or False Identification,3
2019,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2019,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,[Total],29
2019,California,[Total],Casino/Card Club - State Licensed Casino,[Total],182
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,16
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,7
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Bribery or Gratuity,1
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,2
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Chip Walking,186
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,3
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,8
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Human Trafficking,1
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Identity Theft,3
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,54
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Multiple Individuals with Same or Similar Identities,1
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Fraud (Type),2
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Gaming Activites,21
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Identification Documentation,3
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Money Laundering,10
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,3
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Structuring,2
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,4
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Provided Questionable or False Identification,7
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,21
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,2
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,23
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,3
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,13
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,16
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,2
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),4
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",25
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,33
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,158
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,29
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Unknown Source of Chips,7
2019,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,[Total],672
2019,Colorado,"Jefferson County, CO",Casino/Card Club - State Licensed Casino,Other Structuring,1
2019,Colorado,"Jefferson County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,1
2019,Colorado,"Jefferson County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,1
2019,Colorado,"Jefferson County, CO",Casino/Card Club - State Licensed Casino,[Total],3
2019,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,2
2019,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,4
2019,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,1
2019,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Gaming Activites,2
2019,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Money Laundering,2
2019,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,2
2019,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,3
2019,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,[Total],16
2019,Colorado,[Total],Casino/Card Club - State Licensed Casino,[Total],691
2019,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,1
2019,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,[Total],1
2019,Nevada,"Churchill County, NV",Casino/Card Club - State Licensed Casino,Other Gaming Activites,1
2019,Nevada,"Churchill County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,1
2019,Nevada,"Churchill County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,1
2019,Nevada,"Churchill County, NV",Casino/Card Club - State Licensed Casino,[Total],3
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Account Takeover,2
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,ACH,4
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Against Financial Institution(s),6
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,167
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,613
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Bribery or Gratuity,1
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,6
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Check,166
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Chip Walking,"1,549"
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Consumer Loan (see instructions),2
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,84
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,38
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Elder Financial Exploitation,1
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,23
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Excessive or Unusal Cash Borrowing against Policy/Annuity,1
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,61
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Forgeries,6
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Healthcare/Public or Private Health Insurance,3
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Human Trafficking,2
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Identity Theft,11
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",1
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,"1,800"
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Misuse of Position or Self-Dealing,3
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Cyber Event,1
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Fraud (Type),13
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Gaming Activites,627
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Identification Documentation,31
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Insurance,1
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Money Laundering,384
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,304
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Securities/Futures/Options,4
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,516
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Terrorist,4
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Ponzi Scheme,2
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,170
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Identification,150
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Pyramid Scheme,2
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,493
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Securities,1
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,21
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspected Public/Private Corruption (Domestic),2
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspected Public/Private Corruption (Foreign),1
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,21
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,"1,711"
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",78
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious EFT/Wire Transfers,217
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,68
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,96
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,65
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Informal Value Transfer System,2
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,17
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,75
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,70
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),51
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),124
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",432
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,159
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,"2,395"
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Involving Foreign High Risk Jurisdiction,3
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,417
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Unknown Source of Chips,812
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Unlicensed or Unregistered MSB,3
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Wire,5
2019,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,[Total],"14,098"
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,11
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,21
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,1
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Chip Walking,54
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Identity Theft,1
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Known or Suspected Terrorist/Terrorist Organization,1
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,65
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Gaming Activites,2
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Money Laundering,1
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,4
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Identification,1
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Pyramid Scheme,1
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,19
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,14
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,18
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,4
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,4
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,6
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),3
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",2
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,1
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,32
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,15
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Unknown Source of Chips,65
2019,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,[Total],347
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,3
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,2
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,2
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Check,2
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Chip Walking,2
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,2
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,1
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,10
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Forgeries,1
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Identity Theft,2
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,21
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Multiple Individuals with Same or Similar Identities,1
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Fraud (Type),2
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Gaming Activites,5
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Identification Documentation,1
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,4
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,4
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Identification,7
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,7
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,2
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,1
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,1
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,1
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,3
2019,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,[Total],89
2019,Nevada,"Humboldt County, NV",Casino/Card Club - State Licensed Casino,Other Gaming Activites,5
2019,Nevada,"Humboldt County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,1
2019,Nevada,"Humboldt County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,2
2019,Nevada,"Humboldt County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,1
2019,Nevada,"Humboldt County, NV",Casino/Card Club - State Licensed Casino,[Total],9
2019,Nevada,"Mineral County, NV",Casino/Card Club - State Licensed Casino,Check,1
2019,Nevada,"Mineral County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,1
2019,Nevada,"Mineral County, NV",Casino/Card Club - State Licensed Casino,Other Gaming Activites,1
2019,Nevada,"Mineral County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,1
2019,Nevada,"Mineral County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,1
2019,Nevada,"Mineral County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,1
2019,Nevada,"Mineral County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,1
2019,Nevada,"Mineral County, NV",Casino/Card Club - State Licensed Casino,[Total],7
2019,Nevada,"Nye County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,2
2019,Nevada,"Nye County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,2
2019,Nevada,"Nye County, NV",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,1
2019,Nevada,"Nye County, NV",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),1
2019,Nevada,"Nye County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",2
2019,Nevada,"Nye County, NV",Casino/Card Club - State Licensed Casino,[Total],8
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Against Financial Institution(s),2
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,11
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,67
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Check,8
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Chip Walking,78
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,2
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,2
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,4
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,10
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Forgeries,3
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Identity Theft,3
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,34
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Cyber Event,1
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Fraud (Type),1
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Gaming Activites,6
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Identification Documentation,6
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Money Laundering,11
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,12
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,3
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,8
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Identification,7
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,34
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,1
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,7
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,1
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,4
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,2
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,1
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,1
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),1
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",2
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,10
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,88
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,11
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Unknown Source of Chips,14
2019,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,[Total],458
2019,Nevada,[Total],Casino/Card Club - State Licensed Casino,[Total],"15,020"
