Id,Year,State,Countym,Industry,Suspicious Activity,Count,Lat,Long
5451,2018,Nevada,Clark County, State Licensed Casino,Elder Financial Exploitation,7,36.214257,-115.01381200000002
5452,2018,Nevada,Clark County, State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,30,36.214257,-115.01381200000002
5453,2018,Nevada,Clark County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,79,36.214257,-115.01381200000002
5454,2018,Nevada,Clark County, State Licensed Casino,Forgeries,5,36.214257,-115.01381200000002
5455,2018,Nevada,Clark County, State Licensed Casino,Healthcare/Public or Private Health Insurance,2,36.214257,-115.01381200000002
5456,2018,Nevada,Clark County, State Licensed Casino,Identity Theft,26,36.214257,-115.01381200000002
5457,2018,Nevada,Clark County, State Licensed Casino,Inquiry about End of Business Day,10,36.214257,-115.01381200000002
5458,2018,Nevada,Clark County, State Licensed Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",1,36.214257,-115.01381200000002
5459,2018,Nevada,Clark County, State Licensed Casino,Mass-Marketing,1,36.214257,-115.01381200000002
5460,2018,Nevada,Clark County, State Licensed Casino,Minimal Gaming with Large Transactions,"2,134",36.214257,-115.01381200000002
5461,2018,Nevada,Clark County, State Licensed Casino,Misappropriation,3,36.214257,-115.01381200000002
5462,2018,Nevada,Clark County, State Licensed Casino,Multiple Individuals with Same or Similar Identities,3,36.214257,-115.01381200000002
5463,2018,Nevada,Clark County, State Licensed Casino,Other Casinos,"2,776",36.214257,-115.01381200000002
5464,2018,Nevada,Clark County, State Licensed Casino,Other Fraud (Type),16,36.214257,-115.01381200000002
5465,2018,Nevada,Clark County, State Licensed Casino,Other Gaming Activites,62,36.214257,-115.01381200000002
5466,2018,Nevada,Clark County, State Licensed Casino,Other Identification Documentation,26,36.214257,-115.01381200000002
5467,2018,Nevada,Clark County, State Licensed Casino,Other Money Laundering,238,36.214257,-115.01381200000002
5468,2018,Nevada,Clark County, State Licensed Casino,Other Mortgage Fraud,1,36.214257,-115.01381200000002
5469,2018,Nevada,Clark County, State Licensed Casino,Other Other Suspicious Activities,260,36.214257,-115.01381200000002
5470,2018,Nevada,Clark County, State Licensed Casino,Other Structuring,"1,309",36.214257,-115.01381200000002
5471,2018,Nevada,Clark County, State Licensed Casino,Other Terrorist,4,36.214257,-115.01381200000002
5472,2018,Nevada,Clark County, State Licensed Casino,Provided Questionable or False Documentation,265,36.214257,-115.01381200000002
5473,2018,Nevada,Clark County, State Licensed Casino,Provided Questionable or False Identification,24,36.214257,-115.01381200000002
5474,2018,Nevada,Clark County, State Licensed Casino,Pyramid Scheme,1,36.214257,-115.01381200000002
5475,2018,Nevada,Clark County, State Licensed Casino,Refused or Avoided Request for Documentation,610,36.214257,-115.01381200000002
5476,2018,Nevada,Clark County, State Licensed Casino,Single Individual with Multiple Identities,34,36.214257,-115.01381200000002
5477,2018,Nevada,Clark County, State Licensed Casino,Suspected Public/Private Corruption (Domestic),3,36.214257,-115.01381200000002
5478,2018,Nevada,Clark County, State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,28,36.214257,-115.01381200000002
5479,2018,Nevada,Clark County, State Licensed Casino,Suspicion Concerning the Source of Funds,"1,742",36.214257,-115.01381200000002
5480,2018,Nevada,Clark County, State Licensed Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",93,36.214257,-115.01381200000002
5481,2018,Nevada,Clark County, State Licensed Casino,Suspicious EFT/Wire Transfers,208,36.214257,-115.01381200000002
5482,2018,Nevada,Clark County, State Licensed Casino,Suspicious Exchange of Currencies,67,36.214257,-115.01381200000002
5483,2018,Nevada,Clark County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,119,36.214257,-115.01381200000002
5484,2018,Nevada,Clark County, State Licensed Casino,Suspicious Intra-Casino Funds Transfers,5,36.214257,-115.01381200000002
5485,2018,Nevada,Clark County, State Licensed Casino,Suspicious Use of Counter Checks or Markers,56,36.214257,-115.01381200000002
5486,2018,Nevada,Clark County, State Licensed Casino,Suspicious Use of Informal Value Transfer System,3,36.214257,-115.01381200000002
5487,2018,Nevada,Clark County, State Licensed Casino,Suspicious Use of Multiple Accounts,25,36.214257,-115.01381200000002
5488,2018,Nevada,Clark County, State Licensed Casino,Suspicious use of multiple transaction locations,72,36.214257,-115.01381200000002
5489,2018,Nevada,Clark County, State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,106,36.214257,-115.01381200000002
5490,2018,Nevada,Clark County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),42,36.214257,-115.01381200000002
5491,2018,Nevada,Clark County, State Licensed Casino,Trade Based Money Laundering/Black Market Peso Exchange,1,36.214257,-115.01381200000002
5492,2018,Nevada,Clark County, State Licensed Casino,Transaction Out of Pattern for Customer(s),71,36.214257,-115.01381200000002
5493,2018,Nevada,Clark County, State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",474,36.214257,-115.01381200000002
5494,2018,Nevada,Clark County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,121,36.214257,-115.01381200000002
5495,2018,Nevada,Clark County, State Licensed Casino,Transaction(s) Below CTR Threshold,"1,850",36.214257,-115.01381200000002
5496,2018,Nevada,Clark County, State Licensed Casino,Two or More Individuals Working Together,454,36.214257,-115.01381200000002
5497,2018,Nevada,Clark County, State Licensed Casino,Unauthorized Electronic Intrusion,4,36.214257,-115.01381200000002
5498,2018,Nevada,Clark County, State Licensed Casino,Unknown Source of Chips,116,36.214257,-115.01381200000002
5499,2018,Nevada,Clark County, State Licensed Casino,Unlicensed or Unregistered MSB,1,36.214257,-115.01381200000002
5500,2018,Nevada,Clark County, State Licensed Casino,Wire,9,36.214257,-115.01381200000002
5501,2018,Nevada,Clark County, Tribal Authorized Casino,Other Fraud (Type),3,36.214257,-115.01381200000002
5502,2018,Nevada,Clark County, Tribal Authorized Casino,Wire,3,36.214257,-115.01381200000002
5503,2019,Nevada,Clark County, State Licensed Casino,Account Takeover,2,36.214257,-115.01381200000002
5504,2019,Nevada,Clark County, State Licensed Casino,ACH,4,36.214257,-115.01381200000002
5505,2019,Nevada,Clark County, State Licensed Casino,Against Financial Institution(s),6,36.214257,-115.01381200000002
5506,2019,Nevada,Clark County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,167,36.214257,-115.01381200000002
5507,2019,Nevada,Clark County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,613,36.214257,-115.01381200000002
5508,2019,Nevada,Clark County, State Licensed Casino,Bribery or Gratuity,1,36.214257,-115.01381200000002
5509,2019,Nevada,Clark County, State Licensed Casino,Changes Spelling or Arrangement of Name,6,36.214257,-115.01381200000002
5510,2019,Nevada,Clark County, State Licensed Casino,Check,166,36.214257,-115.01381200000002
5511,2019,Nevada,Clark County, State Licensed Casino,Chip Walking,"1,549",36.214257,-115.01381200000002
5512,2019,Nevada,Clark County, State Licensed Casino,Consumer Loan (see instructions),2,36.214257,-115.01381200000002
5513,2019,Nevada,Clark County, State Licensed Casino,Counterfeit Instrument,84,36.214257,-115.01381200000002
5514,2019,Nevada,Clark County, State Licensed Casino,Credit/Debit Card,38,36.214257,-115.01381200000002
5515,2019,Nevada,Clark County, State Licensed Casino,Elder Financial Exploitation,1,36.214257,-115.01381200000002
5516,2019,Nevada,Clark County, State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,23,36.214257,-115.01381200000002
5517,2019,Nevada,Clark County, State Licensed Casino,Excessive or Unusal Cash Borrowing against Policy/Annuity,1,36.214257,-115.01381200000002
5518,2019,Nevada,Clark County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,61,36.214257,-115.01381200000002
5519,2019,Nevada,Clark County, State Licensed Casino,Forgeries,6,36.214257,-115.01381200000002
5520,2019,Nevada,Clark County, State Licensed Casino,Healthcare/Public or Private Health Insurance,3,36.214257,-115.01381200000002
5521,2019,Nevada,Clark County, State Licensed Casino,Human Trafficking,2,36.214257,-115.01381200000002
5522,2019,Nevada,Clark County, State Licensed Casino,Identity Theft,11,36.214257,-115.01381200000002
5523,2019,Nevada,Clark County, State Licensed Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",1,36.214257,-115.01381200000002
5524,2019,Nevada,Clark County, State Licensed Casino,Minimal Gaming with Large Transactions,"1,800",36.214257,-115.01381200000002
5525,2019,Nevada,Clark County, State Licensed Casino,Misuse of Position or Self-Dealing,3,36.214257,-115.01381200000002
5526,2019,Nevada,Clark County, State Licensed Casino,Other Cyber Event,1,36.214257,-115.01381200000002
5527,2019,Nevada,Clark County, State Licensed Casino,Other Fraud (Type),13,36.214257,-115.01381200000002
5528,2019,Nevada,Clark County, State Licensed Casino,Other Gaming Activites,627,36.214257,-115.01381200000002
5529,2019,Nevada,Clark County, State Licensed Casino,Other Identification Documentation,31,36.214257,-115.01381200000002
5530,2019,Nevada,Clark County, State Licensed Casino,Other Insurance,1,36.214257,-115.01381200000002
5531,2019,Nevada,Clark County, State Licensed Casino,Other Money Laundering,384,36.214257,-115.01381200000002
5532,2019,Nevada,Clark County, State Licensed Casino,Other Other Suspicious Activities,304,36.214257,-115.01381200000002
5533,2019,Nevada,Clark County, State Licensed Casino,Other Securities/Futures/Options,4,36.214257,-115.01381200000002
5534,2019,Nevada,Clark County, State Licensed Casino,Other Structuring,516,36.214257,-115.01381200000002
5535,2019,Nevada,Clark County, State Licensed Casino,Other Terrorist,4,36.214257,-115.01381200000002
5536,2019,Nevada,Clark County, State Licensed Casino,Ponzi Scheme,2,36.214257,-115.01381200000002
5537,2019,Nevada,Clark County, State Licensed Casino,Provided Questionable or False Documentation,170,36.214257,-115.01381200000002
5538,2019,Nevada,Clark County, State Licensed Casino,Provided Questionable or False Identification,150,36.214257,-115.01381200000002
5539,2019,Nevada,Clark County, State Licensed Casino,Pyramid Scheme,2,36.214257,-115.01381200000002
5540,2019,Nevada,Clark County, State Licensed Casino,Refused or Avoided Request for Documentation,493,36.214257,-115.01381200000002
5541,2019,Nevada,Clark County, State Licensed Casino,Securities,1,36.214257,-115.01381200000002
5542,2019,Nevada,Clark County, State Licensed Casino,Single Individual with Multiple Identities,21,36.214257,-115.01381200000002
5543,2019,Nevada,Clark County, State Licensed Casino,Suspected Public/Private Corruption (Domestic),2,36.214257,-115.01381200000002
5544,2019,Nevada,Clark County, State Licensed Casino,Suspected Public/Private Corruption (Foreign),1,36.214257,-115.01381200000002
5545,2019,Nevada,Clark County, State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,21,36.214257,-115.01381200000002
5546,2019,Nevada,Clark County, State Licensed Casino,Suspicion Concerning the Source of Funds,"1,711",36.214257,-115.01381200000002
5547,2019,Nevada,Clark County, State Licensed Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",78,36.214257,-115.01381200000002
5548,2019,Nevada,Clark County, State Licensed Casino,Suspicious EFT/Wire Transfers,217,36.214257,-115.01381200000002
5549,2019,Nevada,Clark County, State Licensed Casino,Suspicious Exchange of Currencies,68,36.214257,-115.01381200000002
5550,2019,Nevada,Clark County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,96,36.214257,-115.01381200000002
5551,2019,Nevada,Clark County, State Licensed Casino,Suspicious Use of Counter Checks or Markers,65,36.214257,-115.01381200000002
5552,2019,Nevada,Clark County, State Licensed Casino,Suspicious Use of Informal Value Transfer System,2,36.214257,-115.01381200000002
5553,2019,Nevada,Clark County, State Licensed Casino,Suspicious Use of Multiple Accounts,17,36.214257,-115.01381200000002
5554,2019,Nevada,Clark County, State Licensed Casino,Suspicious use of multiple transaction locations,75,36.214257,-115.01381200000002
5555,2019,Nevada,Clark County, State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,70,36.214257,-115.01381200000002
5556,2019,Nevada,Clark County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),51,36.214257,-115.01381200000002
5557,2019,Nevada,Clark County, State Licensed Casino,Transaction Out of Pattern for Customer(s),124,36.214257,-115.01381200000002
5558,2019,Nevada,Clark County, State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",432,36.214257,-115.01381200000002
5559,2019,Nevada,Clark County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,159,36.214257,-115.01381200000002
5560,2019,Nevada,Clark County, State Licensed Casino,Transaction(s) Below CTR Threshold,"2,395",36.214257,-115.01381200000002
5561,2019,Nevada,Clark County, State Licensed Casino,Transaction(s) Involving Foreign High Risk Jurisdiction,3,36.214257,-115.01381200000002
5562,2019,Nevada,Clark County, State Licensed Casino,Two or More Individuals Working Together,417,36.214257,-115.01381200000002
5563,2019,Nevada,Clark County, State Licensed Casino,Unknown Source of Chips,812,36.214257,-115.01381200000002
5564,2019,Nevada,Clark County, State Licensed Casino,Unlicensed or Unregistered MSB,3,36.214257,-115.01381200000002
5565,2019,Nevada,Clark County, State Licensed Casino,Wire,5,36.214257,-115.01381200000002
5566,2019,Nevada,Clark County, Tribal Authorized Casino,Other Structuring,1,36.214257,-115.01381200000002
5567,2019,Nevada,Clark County, Tribal Authorized Casino,Suspicious use of multiple transaction locations,3,36.214257,-115.01381200000002
5568,2019,Nevada,Clark County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,2,36.214257,-115.01381200000002
5569,2019,Nevada,Clark County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,1,36.214257,-115.01381200000002
5570,2019,Nevada,Clark County, Tribal Authorized Casino,Two or More Individuals Working Together,2,36.214257,-115.01381200000002
5571,2014,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,3,38.905128999999995,-119.60901899999999
5572,2014,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,99,38.905128999999995,-119.60901899999999
5573,2014,Nevada,Douglas County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,4,38.905128999999995,-119.60901899999999
5574,2014,Nevada,Douglas County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,3,38.905128999999995,-119.60901899999999
5575,2014,Nevada,Douglas County, State Licensed Casino,Minimal Gaming with Large Transactions,23,38.905128999999995,-119.60901899999999
5576,2014,Nevada,Douglas County, State Licensed Casino,Other Casinos,1,38.905128999999995,-119.60901899999999
5577,2014,Nevada,Douglas County, State Licensed Casino,Other Identification Documentation,1,38.905128999999995,-119.60901899999999
5578,2014,Nevada,Douglas County, State Licensed Casino,Other Structuring,35,38.905128999999995,-119.60901899999999
5579,2014,Nevada,Douglas County, State Licensed Casino,Refused or Avoided Request for Documentation,12,38.905128999999995,-119.60901899999999
5580,2014,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Source of Funds,10,38.905128999999995,-119.60901899999999
5581,2014,Nevada,Douglas County, State Licensed Casino,Suspicious EFT/Wire Transfers,16,38.905128999999995,-119.60901899999999
5582,2014,Nevada,Douglas County, State Licensed Casino,Suspicious Exchange of Currencies,1,38.905128999999995,-119.60901899999999
5583,2014,Nevada,Douglas County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,7,38.905128999999995,-119.60901899999999
5584,2014,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Counter Checks or Markers,40,38.905128999999995,-119.60901899999999
5585,2014,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,1,38.905128999999995,-119.60901899999999
5586,2014,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,4,38.905128999999995,-119.60901899999999
5587,2014,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below CTR Threshold,47,38.905128999999995,-119.60901899999999
5588,2015,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,7,38.905128999999995,-119.60901899999999
5589,2015,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,19,38.905128999999995,-119.60901899999999
5590,2015,Nevada,Douglas County, State Licensed Casino,Bribery or Gratuity,2,38.905128999999995,-119.60901899999999
5591,2015,Nevada,Douglas County, State Licensed Casino,Credit/Debit Card,2,38.905128999999995,-119.60901899999999
5592,2015,Nevada,Douglas County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,10,38.905128999999995,-119.60901899999999
5593,2015,Nevada,Douglas County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,3,38.905128999999995,-119.60901899999999
5594,2015,Nevada,Douglas County, State Licensed Casino,Inquiry about End of Business Day,2,38.905128999999995,-119.60901899999999
5595,2015,Nevada,Douglas County, State Licensed Casino,Minimal Gaming with Large Transactions,45,38.905128999999995,-119.60901899999999
5596,2015,Nevada,Douglas County, State Licensed Casino,Other Casinos,9,38.905128999999995,-119.60901899999999
5597,2015,Nevada,Douglas County, State Licensed Casino,Other Fraud (Type),1,38.905128999999995,-119.60901899999999
5598,2015,Nevada,Douglas County, State Licensed Casino,Other Money Laundering,5,38.905128999999995,-119.60901899999999
5599,2015,Nevada,Douglas County, State Licensed Casino,Other Other Suspicious Activities,2,38.905128999999995,-119.60901899999999
5600,2015,Nevada,Douglas County, State Licensed Casino,Other Structuring,46,38.905128999999995,-119.60901899999999
5601,2015,Nevada,Douglas County, State Licensed Casino,Provided Questionable or False Documentation,4,38.905128999999995,-119.60901899999999
5602,2015,Nevada,Douglas County, State Licensed Casino,Refused or Avoided Request for Documentation,23,38.905128999999995,-119.60901899999999
5603,2015,Nevada,Douglas County, State Licensed Casino,Single Individual with Multiple Identities,1,38.905128999999995,-119.60901899999999
5604,2015,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1,38.905128999999995,-119.60901899999999
5605,2015,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Source of Funds,21,38.905128999999995,-119.60901899999999
5606,2015,Nevada,Douglas County, State Licensed Casino,Suspicious EFT/Wire Transfers,6,38.905128999999995,-119.60901899999999
5607,2015,Nevada,Douglas County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,9,38.905128999999995,-119.60901899999999
5608,2015,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Counter Checks or Markers,30,38.905128999999995,-119.60901899999999
5609,2015,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,14,38.905128999999995,-119.60901899999999
5610,2015,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),2,38.905128999999995,-119.60901899999999
5611,2015,Nevada,Douglas County, State Licensed Casino,Transaction Out of Pattern for Customer(s),2,38.905128999999995,-119.60901899999999
5612,2015,Nevada,Douglas County, State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",4,38.905128999999995,-119.60901899999999
5613,2015,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,12,38.905128999999995,-119.60901899999999
5614,2015,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below CTR Threshold,49,38.905128999999995,-119.60901899999999
5615,2015,Nevada,Douglas County, State Licensed Casino,Two or More Individuals Working Together,4,38.905128999999995,-119.60901899999999
5616,2016,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,14,38.905128999999995,-119.60901899999999
5617,2016,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,35,38.905128999999995,-119.60901899999999
5618,2016,Nevada,Douglas County, State Licensed Casino,Counterfeit Instrument,6,38.905128999999995,-119.60901899999999
5619,2016,Nevada,Douglas County, State Licensed Casino,Credit/Debit Card,4,38.905128999999995,-119.60901899999999
5620,2016,Nevada,Douglas County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,8,38.905128999999995,-119.60901899999999
5621,2016,Nevada,Douglas County, State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,2,38.905128999999995,-119.60901899999999
5622,2016,Nevada,Douglas County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,3,38.905128999999995,-119.60901899999999
5623,2016,Nevada,Douglas County, State Licensed Casino,Forgeries,1,38.905128999999995,-119.60901899999999
5624,2016,Nevada,Douglas County, State Licensed Casino,Identity Theft,1,38.905128999999995,-119.60901899999999
5625,2016,Nevada,Douglas County, State Licensed Casino,Inquiry about End of Business Day,2,38.905128999999995,-119.60901899999999
5626,2016,Nevada,Douglas County, State Licensed Casino,Minimal Gaming with Large Transactions,116,38.905128999999995,-119.60901899999999
5627,2016,Nevada,Douglas County, State Licensed Casino,Other Casinos,14,38.905128999999995,-119.60901899999999
5628,2016,Nevada,Douglas County, State Licensed Casino,Other Identification Documentation,1,38.905128999999995,-119.60901899999999
5629,2016,Nevada,Douglas County, State Licensed Casino,Other Other Suspicious Activities,7,38.905128999999995,-119.60901899999999
5630,2016,Nevada,Douglas County, State Licensed Casino,Other Structuring,60,38.905128999999995,-119.60901899999999
5631,2016,Nevada,Douglas County, State Licensed Casino,Provided Questionable or False Documentation,3,38.905128999999995,-119.60901899999999
5632,2016,Nevada,Douglas County, State Licensed Casino,Refused or Avoided Request for Documentation,26,38.905128999999995,-119.60901899999999
5633,2016,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1,38.905128999999995,-119.60901899999999
5634,2016,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Source of Funds,18,38.905128999999995,-119.60901899999999
5635,2016,Nevada,Douglas County, State Licensed Casino,Suspicious EFT/Wire Transfers,2,38.905128999999995,-119.60901899999999
5636,2016,Nevada,Douglas County, State Licensed Casino,Suspicious Exchange of Currencies,2,38.905128999999995,-119.60901899999999
5637,2016,Nevada,Douglas County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,15,38.905128999999995,-119.60901899999999
5638,2016,Nevada,Douglas County, State Licensed Casino,Suspicious Intra-Casino Funds Transfers,1,38.905128999999995,-119.60901899999999
5639,2016,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Counter Checks or Markers,3,38.905128999999995,-119.60901899999999
5640,2016,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Multiple Accounts,2,38.905128999999995,-119.60901899999999
5641,2016,Nevada,Douglas County, State Licensed Casino,Suspicious use of multiple transaction locations,2,38.905128999999995,-119.60901899999999
5642,2016,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,31,38.905128999999995,-119.60901899999999
5643,2016,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),2,38.905128999999995,-119.60901899999999
5644,2016,Nevada,Douglas County, State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",10,38.905128999999995,-119.60901899999999
5645,2016,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,13,38.905128999999995,-119.60901899999999
5646,2016,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below CTR Threshold,23,38.905128999999995,-119.60901899999999
5647,2016,Nevada,Douglas County, State Licensed Casino,Two or More Individuals Working Together,14,38.905128999999995,-119.60901899999999
5648,2016,Nevada,Douglas County, Tribal Authorized Casino,Check,1,38.905128999999995,-119.60901899999999
5649,2016,Nevada,Douglas County, Tribal Authorized Casino,Credit/Debit Card,1,38.905128999999995,-119.60901899999999
5650,2016,Nevada,Douglas County, Tribal Authorized Casino,Elder Financial Exploitation,1,38.905128999999995,-119.60901899999999
5651,2017,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,16,38.905128999999995,-119.60901899999999
5652,2017,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,43,38.905128999999995,-119.60901899999999
5653,2017,Nevada,Douglas County, State Licensed Casino,Credit/Debit Card,1,38.905128999999995,-119.60901899999999
5654,2017,Nevada,Douglas County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,14,38.905128999999995,-119.60901899999999
5655,2017,Nevada,Douglas County, State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,1,38.905128999999995,-119.60901899999999
5656,2017,Nevada,Douglas County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,38.905128999999995,-119.60901899999999
5657,2017,Nevada,Douglas County, State Licensed Casino,Known or Suspected Terrorist/Terrorist Organization,1,38.905128999999995,-119.60901899999999
5658,2017,Nevada,Douglas County, State Licensed Casino,Minimal Gaming with Large Transactions,93,38.905128999999995,-119.60901899999999
5659,2017,Nevada,Douglas County, State Licensed Casino,Other Casinos,33,38.905128999999995,-119.60901899999999
5660,2017,Nevada,Douglas County, State Licensed Casino,Other Fraud (Type),1,38.905128999999995,-119.60901899999999
5661,2017,Nevada,Douglas County, State Licensed Casino,Other Money Laundering,1,38.905128999999995,-119.60901899999999
5662,2017,Nevada,Douglas County, State Licensed Casino,Other Other Suspicious Activities,9,38.905128999999995,-119.60901899999999
5663,2017,Nevada,Douglas County, State Licensed Casino,Other Structuring,34,38.905128999999995,-119.60901899999999
5664,2017,Nevada,Douglas County, State Licensed Casino,Provided Questionable or False Documentation,2,38.905128999999995,-119.60901899999999
5665,2017,Nevada,Douglas County, State Licensed Casino,Refused or Avoided Request for Documentation,32,38.905128999999995,-119.60901899999999
5666,2017,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1,38.905128999999995,-119.60901899999999
5667,2017,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Source of Funds,17,38.905128999999995,-119.60901899999999
5668,2017,Nevada,Douglas County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,9,38.905128999999995,-119.60901899999999
5669,2017,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Counter Checks or Markers,3,38.905128999999995,-119.60901899999999
5670,2017,Nevada,Douglas County, State Licensed Casino,Suspicious use of multiple transaction locations,5,38.905128999999995,-119.60901899999999
5671,2017,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,8,38.905128999999995,-119.60901899999999
5672,2017,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1,38.905128999999995,-119.60901899999999
5673,2017,Nevada,Douglas County, State Licensed Casino,Transaction Out of Pattern for Customer(s),3,38.905128999999995,-119.60901899999999
5674,2017,Nevada,Douglas County, State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",6,38.905128999999995,-119.60901899999999
5675,2017,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,7,38.905128999999995,-119.60901899999999
5676,2017,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below CTR Threshold,30,38.905128999999995,-119.60901899999999
5677,2017,Nevada,Douglas County, State Licensed Casino,Two or More Individuals Working Together,20,38.905128999999995,-119.60901899999999
5678,2017,Nevada,Douglas County, Tribal Authorized Casino,Other Casinos,3,38.905128999999995,-119.60901899999999
5679,2017,Nevada,Douglas County, Tribal Authorized Casino,Other Other Suspicious Activities,1,38.905128999999995,-119.60901899999999
5680,2017,Nevada,Douglas County, Tribal Authorized Casino,Two or More Individuals Working Together,1,38.905128999999995,-119.60901899999999
5681,2018,Nevada,Douglas County, State Licensed Casino,ACH,1,38.905128999999995,-119.60901899999999
5682,2018,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,12,38.905128999999995,-119.60901899999999
